GIDTR,State,State_name,County,County_name,Tract,Num_BGs_in_Tract,pct_Prs_Blw_Pov_Lev_ACS__,pct_Civ_unemp_16p_ACS__,pct_Not_HS_Grad_ACS__,pct_College_ACS__,pct_Renter_Occp_HU_ACS__,pct_Vacant_Units_ACS__,No_Health_Ins_ACS__,pct_Males_ACS__,pct_NH_White_alone_ACS__,pct_NH_Blk_alone_ACS__,Tot_Population_ACS__,LAND_AREA,pct_Pop_25_44_ACS__,pct_Pop_Below25_ACS__,pct_Pop_45plus_ACS__,Pop_density_calculated_ACS,Pct_No_Health_Ins_CALCULATED_ACS__,Med_HHD_Inc_Thousands_ACS__,dist_general_km,dist_sud_km,general_facility_count,sud_facility_count,general_facility_count_5km,sud_facility_count_5km,general_facilities_per_10k,sud_facilities_per_10k,general_facilities_per_10k_5km,sud_facilities_per_10k_5km,accessibility_general_2sfca_10km_per10k,accessibility_sud_2sfca_10km_per10k,accessibility_general_2sfca_20km_per10k,accessibility_sud_2sfca_20km_per10k,accessibility_general_2sfca_30km_per10k,accessibility_sud_2sfca_30km_per10k,Intent,Period,Count,Rate,Rate_M,Rate_M_CI,Rate_Independent,Med_HHD_Inc_Thousands_ACS___Neighbor_1,Med_HHD_Inc_Thousands_ACS___Neighbor_Avg,pct_Renter_Occp_HU_ACS___Neighbor_1,pct_Renter_Occp_HU_ACS___Neighbor_Avg,pct_Prs_Blw_Pov_Lev_ACS___Neighbor_1,pct_Prs_Blw_Pov_Lev_ACS___Neighbor_Avg,pct_Vacant_Units_ACS___Neighbor_1,pct_Vacant_Units_ACS___Neighbor_Avg,Pct_No_Health_Ins_CALCULATED_ACS___Neighbor_1,Pct_No_Health_Ins_CALCULATED_ACS___Neighbor_Avg,Rate_Independent_Neighbor_1,Rate_Independent_Neighbor_Avg,year_pair,Cluster_ID
53033022402,53,Washington,33,King County,22402,3,5.98,2.52,1.65,77.56,52.96,5.94,404.0,46.56,79.94,0.26,5868.0,0.857,33.09,21.78,40.11,6847.14,6.88,152.691,1.687,2.625,0,0,10,2,0.0,0.0,17.042,3.408,1.31,0.347,1.208,0.427,1.063,0.42,Drug_OD,TTM,1-9,20.3,1.0,11.0-44.4,19.9,155.164,160.994,52.09,38.223,3.21,7.71,7.3,5.62,1.22,2.25,0.0,13.267,2024→2025,0
53033022501,53,Washington,33,King County,22501,3,10.74,3.56,4.1,73.8,22.91,8.68,190.0,47.57,67.82,5.45,4627.0,0.955,28.29,27.66,38.12,4845.03,4.11,166.174,1.028,3.115,0,0,14,5,0.0,0.0,30.257,10.806,1.069,0.257,1.101,0.374,1.015,0.398,Drug_OD,TTM,1-9,20.3,1.0,11.0-44.4,19.9,161.643,164.542,39.67,36.587,9.18,5.26,0.88,4.53,1.42,1.98,19.9,11.433,2024→2025,0
53033022502,53,Washington,33,King County,22502,3,3.21,2.84,0.0,65.33,52.09,7.3,49.0,46.91,71.09,0.0,4023.0,0.488,41.83,12.48,43.35,8243.85,1.22,155.164,0.516,3.156,1,0,6,2,2.486,0.0,14.914,4.971,0.938,0.262,1.107,0.387,1.023,0.397,Drug_OD,TTM,0,0.0,0.0,,0.0,166.174,178.233,22.91,32.833,10.74,8.01,8.68,5.62,4.11,4.687,19.9,13.267,2024→2025,0
53033022603,53,Washington,33,King County,22603,4,7.82,5.23,1.18,66.86,28.76,3.14,412.0,50.37,58.89,1.56,6083.0,1.115,37.6,20.27,36.21,5455.61,6.77,155.25,1.724,3.303,0,0,15,4,0.0,0.0,24.659,6.576,0.97,0.241,1.008,0.328,0.965,0.373,Drug_OD,TTM,1-9,13.9,1.0,6.6-34.8,13.5,118.333,148.717,55.39,39.323,6.75,8.89,3.98,4.513,8.07,4.533,13.5,17.767,2024→2025,0
53033022604,53,Washington,33,King County,22604,3,3.39,7.39,1.85,71.54,18.0,5.41,161.0,48.17,64.39,2.09,4872.0,1.14,32.25,21.7,38.94,4273.68,3.3,176.818,1.692,3.231,0,0,15,5,0.0,0.0,30.788,10.263,0.94,0.279,1.057,0.353,1.002,0.383,Drug_OD,TTM,1-9,14.9,1.0,7.0-37.5,14.4,166.174,157.961,22.91,34.667,10.74,5.11,8.68,6.767,4.11,2.78,19.9,11.433,2024→2025,0
53033022605,53,Washington,33,King County,22605,3,6.75,2.97,10.28,49.4,55.39,3.98,586.0,50.04,50.41,1.34,7264.0,1.825,39.29,25.63,30.36,3980.27,8.07,118.333,2.612,2.692,0,0,16,4,0.0,0.0,22.026,5.507,1.051,0.275,1.002,0.316,0.961,0.373,Drug_OD,TTM,1-9,13.9,1.0,6.6-34.8,13.5,153.417,161.828,73.14,39.967,7.54,6.25,7.04,5.197,2.78,4.283,0.0,9.3,2024→2025,0
53033022606,53,Washington,33,King County,22606,4,1.38,2.65,1.68,64.73,29.0,4.32,195.0,50.42,57.99,1.24,6468.0,1.065,35.02,20.3,38.45,6073.24,3.01,152.544,1.936,1.823,0,0,11,4,0.0,0.0,17.007,6.184,0.942,0.288,1.012,0.332,0.983,0.377,Drug_OD,TTM,1-9,14.9,1.0,7.0-37.5,14.4,165.028,179.722,36.57,25.603,6.13,4.57,4.53,4.353,2.02,2.003,16.7,10.367,2024→2025,0
53033022701,53,Washington,33,King County,22701,2,6.64,1.74,1.32,73.1,60.13,11.58,32.0,52.62,76.56,1.69,3020.0,0.621,36.56,11.89,46.02,4863.12,1.06,173.103,2.015,1.206,0,0,9,3,0.0,0.0,29.801,9.934,1.101,0.349,1.201,0.43,1.097,0.428,Drug_OD,TTM,0,0.0,0.0,,0.0,215.833,206.999,22.63,27.517,7.31,4.567,2.24,5.65,3.07,1.727,0.0,0.0,2024→2025,0
53033022702,53,Washington,33,King County,22702,3,7.31,4.21,3.06,75.44,22.63,2.24,124.0,47.78,70.88,1.02,4035.0,0.949,25.18,33.78,37.28,4251.84,3.07,215.833,2.098,1.27,0,0,9,4,0.0,0.0,22.305,9.913,0.946,0.287,1.149,0.403,1.067,0.413,Drug_OD,TTM,0,0.0,0.0,,0.0,173.103,175.196,60.13,44.82,6.64,4.68,11.58,7.333,1.06,0.99,0.0,0.0,2024→2025,0
53033022703,53,Washington,33,King County,22703,2,4.19,2.67,2.14,72.62,22.24,3.12,21.0,47.3,59.18,1.22,3040.0,1.618,26.41,26.61,38.22,1878.86,0.69,197.321,2.43,1.935,0,0,15,7,0.0,0.0,49.342,23.026,0.957,0.316,1.129,0.391,1.057,0.412,Drug_OD,TTM,0,0.0,0.0,,0.0,215.833,169.417,22.63,36.617,7.31,3.63,2.24,2.783,3.07,2.123,0.0,9.333,2024→2025,0
53033022802,53,Washington,33,King County,22802,4,6.13,4.56,1.88,68.11,36.57,4.53,126.0,55.77,58.44,0.67,6234.0,1.027,36.54,19.97,35.08,6070.11,2.02,165.028,1.183,1.2,0,0,8,6,0.0,0.0,12.833,9.625,0.875,0.291,0.957,0.301,0.954,0.363,Drug_OD,TTM,1-9,17.1,1.0,8.2-42.4,16.7,134.704,153.419,99.72,67.973,6.46,6.57,4.18,4.013,7.07,4.243,16.7,16.833,2024→2025,0
53033022803,53,Washington,33,King County,22803,4,11.87,1.87,2.96,81.79,75.2,3.54,197.0,53.7,32.49,3.78,7442.0,1.843,46.99,19.82,25.76,4037.98,2.65,173.008,2.949,2.738,0,0,13,8,0.0,0.0,17.468,10.75,0.91,0.311,1.01,0.333,1.018,0.395,Drug_OD,TTM,1-9,12.5,1.0,6.1-30.6,19.4,182.985,146.029,19.98,52.85,1.92,4.033,3.95,2.953,1.54,2.807,19.4,15.533,2024→2025,0
53033022804,53,Washington,33,King County,22804,3,7.98,3.4,1.5,74.16,80.35,3.12,332.0,54.65,31.02,2.32,5039.0,0.394,55.55,16.77,22.33,12789.34,6.59,115.227,1.786,1.644,0,0,14,7,0.0,0.0,27.783,13.892,0.807,0.292,0.994,0.332,1.007,0.386,Drug_OD,TTM,1-9,19.1,1.0,9.7-44.9,13.6,139.875,165.289,58.22,51.133,2.2,5.33,1.79,3.093,0.29,1.493,13.6,17.467,2024→2025,0
53033022805,53,Washington,33,King County,22805,3,2.2,1.82,0.44,80.47,58.22,1.79,10.0,52.92,44.53,0.94,3409.0,1.484,44.18,16.19,36.17,2297.17,0.29,139.875,2.526,2.817,0,0,16,8,0.0,0.0,46.935,23.467,0.942,0.319,1.079,0.362,1.045,0.403,Drug_OD,TTM,1-9,19.1,1.0,9.7-44.9,13.6,115.227,161.852,80.35,59.263,7.98,8.013,3.12,3.26,6.59,3.31,13.6,11.0,2024→2025,0
53033022901,53,Washington,33,King County,22901,2,1.92,0.79,3.5,68.56,19.98,3.95,49.0,50.31,60.58,0.6,3176.0,0.573,19.87,22.36,53.84,5542.76,1.54,182.985,2.361,1.961,0,0,9,7,0.0,0.0,28.338,22.04,0.776,0.273,0.919,0.295,0.966,0.37,Drug_OD,TTM,1-9,12.5,1.0,6.1-30.6,19.4,173.008,175.791,75.2,49.043,11.87,6.94,3.54,2.813,2.65,2.887,19.4,16.967,2024→2025,0
53033022902,53,Washington,33,King County,22902,4,4.43,3.83,1.42,73.69,24.0,2.4,223.0,46.36,63.95,1.74,6721.0,1.366,32.29,20.27,39.82,4920.2,3.32,177.365,3.396,2.762,0,0,7,7,0.0,0.0,10.415,10.415,0.945,0.285,0.962,0.295,0.985,0.377,Drug_OD,TTM,1-9,12.5,1.0,6.1-30.6,19.4,182.985,195.01,19.98,25.7,1.92,2.753,3.95,2.563,1.54,2.723,19.4,14.167,2024→2025,0
53033023000,53,Washington,33,King County,23000,4,4.52,6.64,6.35,66.5,47.93,2.5,195.0,52.93,50.56,1.28,7249.0,1.285,34.45,24.32,36.33,5641.25,2.69,177.0,2.272,1.491,0,0,4,4,0.0,0.0,5.518,5.518,0.961,0.27,0.998,0.324,1.024,0.384,Drug_OD,TTM,1-9,14.3,1.0,7.6-32.0,12.1,171.471,145.343,23.73,36.287,7.37,9.717,6.04,5.82,3.09,5.677,0.0,10.5,2024→2025,0
53033023100,53,Washington,33,King County,23100,3,7.37,2.3,1.87,72.27,23.73,6.04,137.0,49.95,59.85,1.58,4436.0,0.977,26.19,22.65,46.33,4540.43,3.09,171.471,2.137,1.785,0,0,5,4,0.0,0.0,11.271,9.017,0.933,0.251,0.983,0.312,1.03,0.39,Drug_OD,TTM,1-9,14.2,1.0,6.6-36.2,0.0,133.733,132.642,27.97,45.677,2.88,8.25,4.56,5.36,7.86,7.057,0.0,8.067,2024→2025,0
53033023201,53,Washington,33,King County,23201,4,6.09,6.55,3.26,70.74,69.12,10.06,181.0,51.54,30.62,0.99,6046.0,0.606,48.0,17.89,26.49,9976.9,2.99,99.971,0.458,1.167,0,0,12,4,0.0,0.0,19.848,6.616,0.769,0.252,0.983,0.328,1.03,0.39,Drug_OD,TTM,1-9,14.3,1.0,7.6-32.0,12.1,87.194,121.251,61.13,51.51,17.35,13.65,9.02,4.99,10.62,9.373,12.1,8.067,2024→2025,0
53033023202,53,Washington,33,King County,23202,3,17.35,2.22,12.59,51.6,61.13,9.02,544.0,54.57,41.37,3.44,5122.0,0.576,24.03,24.91,47.17,8892.36,10.62,87.194,0.357,0.43,1,1,9,4,1.952,1.952,17.571,7.809,0.767,0.245,0.945,0.308,1.008,0.377,Drug_OD,TTM,1-9,14.3,1.0,7.6-32.0,12.1,99.971,139.932,69.12,60.827,6.09,10.443,10.06,4.65,2.99,5.107,12.1,12.1,2024→2025,0
53033023300,53,Washington,33,King County,23300,4,2.88,2.88,7.25,56.66,27.97,4.56,610.0,52.17,51.85,12.23,7759.0,1.386,29.89,23.52,41.79,5598.12,7.86,133.733,1.923,2.155,0,0,11,4,0.0,0.0,14.177,5.155,0.877,0.233,1.013,0.338,1.051,0.403,Drug_OD,TTM,1-9,14.2,1.0,6.6-36.2,0.0,171.471,127.888,23.73,45.653,7.37,12.103,6.04,7.493,3.09,7.857,0.0,4.033,2024→2025,0
53033023401,53,Washington,33,King County,23401,3,7.2,5.31,6.8,62.07,42.6,3.68,165.0,50.86,37.73,4.58,4320.0,1.431,37.43,18.75,36.48,3018.87,3.82,132.955,1.363,4.054,0,0,11,4,0.0,0.0,25.463,9.259,0.833,0.224,1.05,0.37,1.09,0.43,Drug_OD,TTM,1-9,24.8,1.0,14.0-52.5,16.8,142.18,133.638,34.09,38.053,5.26,6.577,3.83,5.27,7.9,8.54,16.8,5.6,2024→2025,0
53033023403,53,Washington,33,King County,23403,3,6.47,3.01,2.23,69.77,21.13,5.37,201.0,47.96,59.0,2.04,4122.0,1.295,26.06,24.07,45.85,3183.01,4.88,155.054,3.571,4.321,0,0,6,1,0.0,0.0,14.556,2.426,0.959,0.193,0.982,0.33,1.045,0.41,Drug_OD,TTM,1-9,16.2,1.0,8.0-39.2,0.0,240.714,193.35,18.2,18.233,0.9,2.89,0.94,3.32,3.27,4.113,0.0,5.6,2024→2025,0
53033023404,53,Washington,33,King County,23404,2,2.45,2.17,1.48,67.17,16.33,5.37,74.0,46.77,77.8,0.33,3667.0,0.71,25.44,28.55,41.09,5164.79,2.02,147.778,3.053,5.182,0,0,6,0,0.0,0.0,16.362,0.0,0.913,0.148,0.84,0.275,0.968,0.372,Drug_OD,TTM,1-9,16.2,1.0,8.0-39.2,0.0,240.714,194.151,18.2,22.97,0.9,3.357,0.94,4.68,3.27,1.6,0.0,3.267,2024→2025,0
53033023500,53,Washington,33,King County,23500,3,3.34,9.35,0.74,63.24,31.3,4.24,183.0,47.02,61.8,1.76,4045.0,0.944,34.59,21.65,38.78,4284.96,4.52,146.518,1.599,3.484,0,0,14,4,0.0,0.0,34.611,9.889,0.759,0.242,1.11,0.4,1.126,0.437,Drug_OD,TTM,1-9,13.0,1.0,6.4-31.1,0.0,125.461,133.904,57.83,54.81,1.97,6.96,5.9,5.417,7.99,7.217,0.0,0.0,2024→2025,0
53033023601,53,Washington,33,King County,23601,3,7.32,3.14,2.78,64.24,54.5,2.93,175.0,48.96,48.09,1.19,4604.0,1.787,35.88,17.48,40.7,2576.39,3.8,151.25,0.977,1.505,2,2,14,5,4.344,4.344,30.408,10.86,0.888,0.307,1.16,0.417,1.127,0.431,Drug_OD,TTM,1-9,13.0,1.0,6.4-31.1,0.0,132.782,135.3,87.19,80.47,6.26,13.757,7.76,4.97,6.41,6.003,0.0,8.567,2024→2025,0
53033023603,53,Washington,33,King County,23603,5,20.72,5.06,13.86,69.99,65.43,1.39,633.0,50.46,22.49,1.68,6564.0,0.779,40.68,24.19,27.56,8426.19,9.64,142.825,0.492,0.674,1,1,14,5,1.523,1.523,21.328,7.617,0.759,0.253,1.03,0.358,1.058,0.405,Drug_OD,TTM,1-9,14.3,1.0,7.6-32.0,12.1,99.971,127.171,69.12,70.803,6.09,9.233,10.06,6.25,2.99,2.917,12.1,8.567,2024→2025,0
53033023604,53,Washington,33,King County,23604,4,11.59,6.54,7.07,61.57,52.1,7.42,615.0,50.95,41.68,4.07,6238.0,1.121,33.94,21.16,38.39,5564.67,9.86,125.0,2.166,2.593,0,0,13,4,0.0,0.0,20.84,6.412,0.799,0.231,1.08,0.379,1.094,0.429,Drug_OD,TTM,1-9,13.0,1.0,6.4-31.1,0.0,132.955,143.574,42.6,42.8,7.2,5.953,3.68,3.617,3.82,4.047,16.8,5.6,2024→2025,0
53033023701,53,Washington,33,King County,23701,3,2.1,3.35,4.37,78.28,35.16,3.71,87.0,53.75,55.18,1.05,4476.0,1.619,30.09,20.86,44.48,2764.67,1.94,197.957,1.089,1.536,1,1,11,5,2.234,2.234,24.576,11.171,0.962,0.311,1.164,0.408,1.092,0.425,Drug_OD,TTM,1-9,19.1,1.0,9.7-44.9,13.6,130.293,148.339,88.79,59.3,14.29,8.52,5.76,5.59,1.96,1.637,13.6,9.067,2024→2025,0
53033023702,53,Washington,33,King County,23702,2,14.29,2.31,0.0,90.67,88.79,5.76,20.0,52.94,23.29,1.86,1022.0,1.351,60.76,17.61,13.7,756.48,1.96,130.293,0.467,0.794,3,0,10,5,29.354,0.0,97.847,48.924,0.93,0.337,1.16,0.416,1.103,0.422,Drug_OD,TTM,1-9,19.1,1.0,9.7-44.9,13.6,197.957,164.011,35.16,51.697,2.1,10.047,3.71,2.677,1.94,5.127,13.6,8.567,2024→2025,0
53033023801,53,Washington,33,King County,23801,2,1.97,2.72,11.36,68.4,57.83,5.9,263.0,50.53,31.37,1.7,3293.0,1.398,39.54,20.68,35.32,2355.51,7.99,125.461,1.935,3.588,0,0,15,3,0.0,0.0,45.551,9.11,0.927,0.321,1.196,0.443,1.169,0.456,Drug_OD,TTM,1-9,13.0,1.0,6.4-31.1,0.0,146.518,135.124,31.3,54.057,3.34,5.477,4.24,7.943,4.52,4.39,0.0,9.133,2024→2025,0
53033023805,53,Washington,33,King County,23805,2,4.96,1.07,3.24,72.6,88.99,8.39,176.0,52.29,38.22,0.91,3425.0,0.127,51.5,18.42,26.92,26968.5,5.14,157.183,0.883,2.955,0,0,10,4,0.0,0.0,29.197,11.679,0.856,0.325,1.12,0.419,1.09,0.417,Drug_OD,TTM,0,0.0,0.0,,0.0,157.153,154.997,84.85,77.52,4.67,5.68,8.9,8.02,3.02,1.49,0.0,0.0,2024→2025,0
53033023806,53,Washington,33,King County,23806,3,6.1,4.42,1.12,85.1,98.73,7.1,40.0,53.44,46.18,2.59,3634.0,0.091,61.94,7.32,26.53,39934.07,1.1,147.683,0.335,2.338,0,0,11,4,0.0,0.0,30.27,11.007,0.783,0.297,1.091,0.401,1.076,0.415,Drug_OD,TTM,0,0.0,0.0,,0.0,157.183,149.039,88.99,87.01,4.96,5.297,8.39,8.35,5.14,4.857,0.0,0.0,2024→2025,0
53033023807,53,Washington,33,King County,23807,3,4.67,4.11,3.43,75.99,84.85,8.9,182.0,52.68,41.08,4.68,6027.0,0.342,49.64,10.77,37.85,17622.81,3.02,157.153,1.129,3.011,0,0,14,4,0.0,0.0,23.229,6.637,0.886,0.345,1.153,0.43,1.109,0.435,Drug_OD,TTM,0,0.0,0.0,,0.0,132.782,145.883,87.19,91.637,6.26,5.773,7.76,7.75,6.41,4.217,0.0,0.0,2024→2025,0
53033023808,53,Washington,33,King County,23808,3,6.26,7.05,0.7,72.9,87.19,7.76,170.0,55.17,37.14,4.0,2652.0,0.119,51.32,17.5,29.79,22285.71,6.41,132.782,0.724,2.667,0,0,15,4,0.0,0.0,56.561,15.083,0.797,0.295,1.094,0.409,1.088,0.424,Drug_OD,TTM,0,0.0,0.0,,0.0,157.153,154.006,84.85,90.857,4.67,5.243,8.9,8.13,3.02,3.087,0.0,0.0,2024→2025,0
53033023901,53,Washington,33,King County,23901,3,6.83,3.51,0.53,71.14,43.68,11.83,102.0,55.82,50.29,2.53,4554.0,0.947,32.61,22.66,37.4,4808.87,2.24,126.071,2.554,4.525,0,0,13,2,0.0,0.0,28.546,4.392,1.008,0.395,1.231,0.472,1.179,0.469,Drug_OD,TTM,1-9,27.6,1.0,16.5-55.0,27.4,125.461,131.038,57.83,68.23,1.97,4.987,5.9,7.937,7.99,4.52,0.0,0.0,2024→2025,0
53033023902,53,Washington,33,King County,23902,2,3.16,3.64,1.62,83.5,5.01,0.0,75.0,46.24,65.09,0.0,2764.0,0.954,12.45,28.51,54.66,2897.27,2.71,250.001,1.944,6.259,0,0,7,0,0.0,0.0,25.326,0.0,0.973,0.373,1.253,0.484,1.252,0.494,Drug_OD,TTM,0,0.0,0.0,,0.0,118.158,159.553,28.89,33.793,10.62,6.473,3.03,5.317,3.76,2.38,16.1,5.367,2024→2025,0
53033024001,53,Washington,33,King County,24001,3,9.07,2.98,1.27,64.94,30.89,9.22,116.0,49.26,45.8,0.0,4365.0,1.085,28.59,25.22,43.48,4023.04,2.66,174.848,0.892,1.522,2,0,10,4,4.582,0.0,22.91,9.164,1.021,0.357,1.202,0.437,1.119,0.442,Drug_OD,TTM,0,0.0,0.0,,0.0,157.183,155.007,88.99,78.9,4.96,5.777,8.39,7.85,5.14,2.197,0.0,0.0,2024→2025,0
53033024002,53,Washington,33,King County,24002,3,6.27,6.31,1.36,78.19,48.98,8.06,14.0,50.96,47.98,1.65,4054.0,0.627,31.28,22.92,39.64,6465.71,0.35,160.156,1.62,3.258,0,0,9,4,0.0,0.0,22.2,9.867,1.07,0.418,1.228,0.459,1.135,0.441,Drug_OD,TTM,0,0.0,0.0,,0.0,157.183,154.006,88.99,90.857,4.96,5.243,8.39,8.13,5.14,3.087,0.0,0.0,2024→2025,0
53033024100,53,Washington,33,King County,24100,3,3.18,2.75,2.47,78.11,7.83,7.41,42.0,49.76,58.71,0.0,4711.0,1.726,16.9,25.41,54.49,2729.43,0.89,250.001,2.22,2.064,0,0,9,3,0.0,0.0,19.104,6.368,1.288,0.472,1.305,0.491,1.156,0.46,Drug_OD,TTM,0,0.0,0.0,,0.0,244.74,197.564,18.21,36.41,2.7,6.137,4.55,8.45,2.57,2.097,0.0,0.0,2024→2025,0
53033024200,53,Washington,33,King County,24200,2,2.7,2.23,1.42,87.64,18.21,4.55,75.0,48.55,61.44,0.21,2923.0,1.43,14.27,28.81,52.99,2044.06,2.57,244.74,3.681,3.649,0,0,7,1,0.0,0.0,23.948,3.421,1.814,0.699,1.493,0.568,1.254,0.508,Drug_OD,TTM,0,0.0,0.0,,0.0,250.001,191.761,7.83,32.803,3.18,4.01,7.41,8.123,0.89,0.593,0.0,0.0,2024→2025,0
53033024301,53,Washington,33,King County,24301,3,7.62,2.55,4.04,63.38,65.39,11.14,94.0,37.85,66.19,2.63,4706.0,0.533,25.37,17.45,52.04,8829.27,2.0,99.0,0.146,4.657,1,0,4,4,2.125,0.0,8.5,8.5,0.934,0.471,1.181,0.486,1.175,0.474,Drug_OD,TTM,0,0.0,0.0,,0.0,110.5,192.121,62.01,32.94,8.32,5.863,9.01,6.173,2.55,2.953,0.0,9.133,2024→2025,0
53033024302,53,Washington,33,King County,24302,3,8.79,1.94,0.58,73.64,26.33,5.6,232.0,47.44,73.17,0.47,4231.0,1.073,24.91,23.47,48.68,3943.15,5.48,215.862,1.622,3.929,0,0,5,9,0.0,0.0,11.818,21.272,1.421,0.693,1.381,0.557,1.265,0.509,Drug_OD,TTM,1-9,27.6,1.0,16.5-55.0,27.4,99.0,110.257,65.39,53.57,7.62,8.353,11.14,8.033,2.0,2.787,0.0,9.133,2024→2025,0
53033024400,53,Washington,33,King County,24400,2,8.32,3.54,4.58,72.33,62.01,9.01,81.0,46.96,45.13,0.95,3171.0,0.645,27.22,25.23,41.63,4916.28,2.55,110.5,1.191,5.74,0,0,9,0,0.0,0.0,28.382,0.0,0.907,0.415,1.173,0.469,1.174,0.474,Drug_OD,TTM,0,0.0,0.0,,0.0,99.0,158.357,65.39,39.85,7.62,4.977,11.14,8.96,2.0,1.69,0.0,9.133,2024→2025,0
53033024500,53,Washington,33,King County,24500,3,0.48,2.54,2.74,83.05,10.48,3.91,42.0,49.52,63.08,1.34,5057.0,1.482,16.51,27.0,52.11,3412.28,0.83,250.001,1.917,5.115,0,0,7,0,0.0,0.0,13.842,0.0,1.013,0.51,1.22,0.504,1.22,0.496,Drug_OD,TTM,0,0.0,0.0,,0.0,110.5,153.167,62.01,44.137,8.32,6.367,9.01,6.717,2.55,2.42,0.0,0.0,2024→2025,0
53033024601,53,Washington,33,King County,24601,3,5.01,2.02,0.27,87.42,5.07,5.65,44.0,55.18,73.49,1.07,4750.0,1.532,16.21,27.27,53.39,3100.52,0.93,250.001,3.648,4.191,0,0,5,2,0.0,0.0,10.526,4.211,0.978,0.537,1.198,0.509,1.23,0.502,Drug_OD,TTM,1-9,12.7,1.0,6.7-28.4,16.1,250.001,224.48,5.46,13.43,2.43,8.407,3.06,3.023,1.13,1.56,16.1,10.733,2024→2025,0
53033024602,53,Washington,33,King County,24602,2,2.43,3.33,1.33,88.73,5.46,3.06,40.0,45.25,65.03,0.87,3549.0,1.117,14.62,29.05,53.37,3177.26,1.13,250.001,2.927,2.947,0,0,6,3,0.0,0.0,16.906,8.453,0.957,0.511,1.144,0.51,1.214,0.502,Drug_OD,TTM,1-9,12.7,1.0,6.7-28.4,16.1,250.001,146.962,5.07,32.527,5.01,11.907,5.65,5.803,0.93,4.253,16.1,40.7,2024→2025,0
53033024701,53,Washington,33,King County,24701,3,10.62,7.09,5.59,62.83,28.89,3.03,133.0,52.7,38.97,3.93,3541.0,1.018,20.3,28.18,48.38,3478.39,3.76,118.158,1.791,6.881,0,0,6,0,0.0,0.0,16.944,0.0,0.717,0.223,1.098,0.419,1.171,0.463,Drug_OD,TTM,1-9,12.7,1.0,6.7-28.4,16.1,250.001,212.501,5.01,13.693,3.16,9.97,0.0,3.41,2.71,2.937,0.0,10.967,2024→2025,0
53033024703,53,Washington,33,King County,24703,3,2.4,4.45,1.61,73.26,19.95,1.44,105.0,49.5,54.86,1.81,3917.0,1.448,29.92,18.69,44.76,2705.11,2.68,192.898,1.7,5.504,0,0,5,0,0.0,0.0,12.765,0.0,0.734,0.238,1.023,0.414,1.162,0.47,Drug_OD,TTM,1-9,12.7,1.0,6.7-28.4,16.1,173.438,145.92,24.35,33.34,22.31,10.283,2.1,3.37,2.72,6.987,16.1,21.933,2024→2025,0
53033024704,53,Washington,33,King County,24704,3,22.31,4.25,5.2,66.48,24.35,2.1,119.0,49.46,48.55,3.15,4379.0,1.023,26.58,22.77,42.84,4280.55,2.72,173.438,1.854,6.069,0,0,7,0,0.0,0.0,15.985,0.0,0.777,0.281,1.099,0.442,1.191,0.484,Drug_OD,TTM,1-9,12.7,1.0,6.7-28.4,16.1,192.898,156.658,19.95,26.513,2.4,5.393,1.44,3.477,2.68,3.4,16.1,16.1,2024→2025,0
53033024800,53,Washington,33,King County,24800,3,5.26,3.36,3.34,54.55,34.09,3.83,483.0,48.83,44.87,0.88,6113.0,1.456,28.25,22.42,44.32,4198.49,7.9,142.18,0.833,5.355,4,0,7,0,6.543,0.0,11.451,0.0,0.932,0.2,1.096,0.394,1.135,0.451,Drug_OD,TTM,1-9,24.8,1.0,14.0-52.5,16.8,214.063,184.207,11.72,20.95,4.44,5.51,8.13,5.423,3.38,2.803,16.8,16.8,2024→2025,0
53033024901,53,Washington,33,King County,24901,4,4.44,0.67,1.91,80.39,11.72,8.13,155.0,52.51,31.37,0.37,4584.0,1.168,16.8,26.09,53.06,3924.66,3.38,214.063,1.594,6.537,0,0,5,0,0.0,0.0,10.908,0.0,0.756,0.159,1.007,0.371,1.115,0.443,Drug_OD,TTM,1-9,24.8,1.0,14.0-52.5,16.8,142.18,199.261,34.09,16.5,5.26,4.293,3.83,7.147,7.9,3.443,16.8,11.2,2024→2025,0
53033024902,53,Washington,33,King County,24902,3,4.89,0.94,2.71,77.79,8.53,4.46,52.0,46.17,44.4,2.14,4297.0,0.784,23.74,31.37,42.47,5480.87,1.21,205.603,2.538,6.04,0,0,5,0,0.0,0.0,11.636,0.0,0.787,0.134,0.921,0.325,1.056,0.416,Drug_OD,TTM,1-9,24.8,1.0,14.0-52.5,16.8,250.001,210.965,6.88,19.723,2.73,2.963,13.15,5.973,1.22,4.13,0.0,5.6,2024→2025,0
53033024904,53,Washington,33,King County,24904,2,9.34,4.25,3.27,76.83,8.41,5.31,90.0,50.52,29.58,4.2,2999.0,0.804,15.04,27.14,56.36,3730.1,3.0,246.932,1.868,8.313,0,0,5,0,0.0,0.0,16.672,0.0,0.759,0.13,0.995,0.361,1.105,0.44,Drug_OD,TTM,1-9,19.0,1.0,9.4-45.8,0.0,250.001,188.011,6.88,25.763,2.73,3.687,13.15,7.993,1.22,2.62,0.0,5.367,2024→2025,0
